"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position","Service_Start_Time","Completion_Time","Actual_Waiting_Time","Turnaround_Time","Dynamic_Priority","Simulation_Queue_Position","Simulation_Status"
757,"PL-0244","DAST","Medium",7,1915.24,7.26,46.04,"Intermediate","Small",50,43.75,46.04,76.3390543912375,50.39,"P3 - Medium","PASS WITH MONITORING",403,3468.96,3476.22,1553.72,1560.98,100,757,"Completed"
758,"PL-0266","SAST","Critical",8,1918.29,3.87,100,"Junior","Medium",100,50,100,76.4606235501383,87.65,"P1 - Critical","BLOCK",34,3476.22,3480.09,1557.93,1561.8,100,758,"Completed"
759,"PL-0077","SAST","Critical",14,1919.71,5.81,100,"Senior","Medium",100,87.5,100,76.5172229618233,95.15,"P1 - Critical","BLOCK",4,3480.09,3485.9,1560.38,1566.19,100,759,"Completed"
760,"PL-0108","Container","High",6,1920.84,5.77,75.65,"Intermediate","Medium",75,37.5,75.65,76.5622633387275,67.82,"P2 - High","WAIT / PRIORITIZE",196,3485.9,3491.67,1565.06,1570.83,100,760,"Completed"
761,"PL-0102","Container","Medium",6,1922.74,7.69,48.82,"Intermediate","Medium",50,37.5,48.82,76.6379949459117,49.87,"P3 - Medium","PASS WITH MONITORING",420,3491.67,3499.36,1568.93,1576.62,100,761,"Completed"
762,"PL-0118","Container","Medium",4,1925.81,5.4,53.83,"Intermediate","Medium",50,25,53.83,76.760361279625,48.63,"P3 - Medium","PASS WITH MONITORING",450,3499.36,3504.76,1573.55,1578.95,100,762,"Completed"
763,"PL-0295","IaC","High",2,1928.1,2.46,77.25,"Intermediate","Small",75,12.5,77.25,76.8516377956522,63.25,"P2 - High","WAIT / PRIORITIZE",280,3504.76,3507.22,1576.66,1579.12,100,763,"Completed"
764,"PL-0188","Container","Critical",5,1929.11,5.04,87.56,"Senior","Medium",100,31.25,87.56,76.8918951236817,80.83,"P1 - Critical","BLOCK",96,3507.22,3512.26,1578.11,1583.15,100,764,"Completed"
765,"PL-0167","SCA","Low",4,1929.22,2.79,24.7,"Intermediate","Medium",25,25,24.7,76.8962795851502,30.11,"P4 - Low","PASS",764,3512.26,3515.05,1583.04,1585.83,100,765,"Completed"
766,"PL-0165","DAST","High",8,1929.47,7.36,84.33,"Junior","Large",75,50,84.33,76.906244270306,72.52,"P2 - High","WAIT / PRIORITIZE",129,3515.05,3522.41,1585.58,1592.94,100,766,"Completed"
767,"PL-0193","DAST","Medium",2,1929.76,4.72,61.45,"Intermediate","Large",50,12.5,61.45,76.9178033050868,48.05,"P3 - Medium","PASS WITH MONITORING",467,3522.41,3527.13,1592.65,1597.37,100,767,"Completed"
768,"PL-0179","DAST","Low",1,1933.31,5.17,26.61,"Senior","Medium",25,6.25,26.61,77.0593018342992,26.86,"P4 - Low","PASS",816,3527.13,3532.3,1593.82,1598.99,100,768,"Completed"
769,"PL-0184","Container","Low",1,1937.16,5.73,16.75,"Junior","Small",25,6.25,16.75,77.2127579856987,24.41,"P4 - Low","PASS",871,3532.3,3538.03,1595.14,1600.87,100,769,"Completed"
770,"PL-0107","SAST","Critical",15,1939.56,5.41,100,"Junior","Small",100,93.75,100,77.3084189631944,96.48,"P1 - Critical","BLOCK",1,3538.03,3543.44,1598.47,1603.88,100,770,"Completed"
771,"PL-0106","SCA","Medium",5,1940.48,3.74,56.54,"Junior","Medium",50,31.25,56.54,77.3450890045678,50.62,"P3 - Medium","PASS WITH MONITORING",398,3543.44,3547.18,1602.96,1606.7,100,771,"Completed"
772,"PL-0166","IaC","Low",5,1944.17,4.28,26.98,"Intermediate","Large",25,31.25,26.98,77.4921677574675,31.99,"P4 - Low","PASS",753,3547.18,3551.46,1603.01,1607.29,100,772,"Completed"
773,"PL-0053","DAST","Medium",4,1945.16,6.09,55.82,"Intermediate","Small",50,25,55.82,77.5316279106845,49.21,"P3 - Medium","PASS WITH MONITORING",432,3551.46,3557.55,1606.3,1612.39,100,773,"Completed"
774,"PL-0292","Container","Medium",5,1947.59,5.92,53.82,"Intermediate","Medium",50,31.25,53.82,77.628484650399,49.97,"P3 - Medium","PASS WITH MONITORING",417,3557.55,3563.47,1609.96,1615.88,100,774,"Completed"
775,"PL-0061","DAST","Critical",8,1949.4,6.46,100,"Intermediate","Medium",100,50,100,77.700628970927,87.77,"P1 - Critical","BLOCK",32,3563.47,3569.93,1614.07,1620.53,100,775,"Completed"
776,"PL-0268","SCA","High",3,1957.09,4.1,67.11,"Junior","Small",75,18.75,67.11,78.0071426863197,62.08,"P2 - High","PASS WITH MONITORING",295,3569.93,3574.03,1612.84,1616.94,100,776,"Completed"
777,"PL-0262","SCA","Low",1,1959.2,4.32,23.75,"Intermediate","Medium",25,6.25,23.75,78.0912446290347,26.25,"P4 - Low","PASS",829,3574.03,3578.35,1614.83,1619.15,100,777,"Completed"
778,"PL-0209","SAST","Medium",5,1960.63,3.28,54.76,"Intermediate","Large",50,31.25,54.76,78.1482426281259,50.25,"P3 - Medium","PASS WITH MONITORING",411,3578.35,3581.63,1617.72,1621,100,778,"Completed"
779,"PL-0059","Container","Medium",5,1960.89,6.89,50.76,"Intermediate","Small",50,31.25,50.76,78.158605900688,49.26,"P3 - Medium","PASS WITH MONITORING",429,3581.63,3588.52,1620.74,1627.63,100,779,"Completed"
780,"PL-0107","DAST","Medium",1,1963.1,4.37,49.47,"Junior","Small",50,6.25,49.47,78.2466937174653,43.94,"P3 - Medium","PASS WITH MONITORING",586,3588.52,3592.89,1625.42,1629.79,100,780,"Completed"
781,"PL-0056","DAST","Medium",5,1964.52,6.6,57.39,"Senior","Medium",50,31.25,57.39,78.3032931291503,50.93,"P3 - Medium","PASS WITH MONITORING",395,3592.89,3599.49,1628.37,1634.97,100,781,"Completed"
782,"PL-0057","Container","Low",1,1966.33,6.66,34.62,"Junior","Medium",25,6.25,34.62,78.3754374496783,28.99,"P4 - Low","PASS",779,3599.49,3606.15,1633.16,1639.82,100,782,"Completed"
783,"PL-0126","SAST","Medium",2,1968.93,3.6,44.15,"Junior","Small",50,12.5,44.15,78.4790701752987,43.89,"P3 - Medium","PASS WITH MONITORING",588,3606.15,3609.75,1637.22,1640.82,100,783,"Completed"
784,"PL-0184","DAST","Medium",6,1979.79,6.19,61.71,"Junior","Large",50,37.5,61.71,78.911936098467,53.32,"P3 - Medium","PASS WITH MONITORING",365,3609.75,3615.94,1629.96,1636.15,100,784,"Completed"
785,"PL-0229","IaC","Critical",4,1982.48,4.67,92.51,"Junior","Medium",100,25,92.51,79.0191561107435,81.03,"P1 - Critical","BLOCK",94,3615.94,3620.61,1633.46,1638.13,100,785,"Completed"
786,"PL-0003","SCA","Low",3,1983.31,2.26,32.12,"Intermediate","Medium",25,18.75,32.12,79.0522388654608,30.94,"P4 - Low","PASS",756,3620.61,3622.87,1637.3,1639.56,100,786,"Completed"
787,"PL-0253","SAST","Critical",4,1985.27,3.65,97.89,"Junior","Medium",100,25,97.89,79.1303619970823,82.39,"P1 - Critical","BLOCK",79,3622.87,3626.52,1637.6,1641.25,100,787,"Completed"
788,"PL-0121","SCA","Low",2,1990.06,2.92,29.34,"Intermediate","Medium",25,12.5,29.34,79.3212853646676,29.02,"P4 - Low","PASS",778,3626.52,3629.44,1636.46,1639.38,100,788,"Completed"
789,"PL-0084","IaC","Medium",4,1993.57,4.01,39.86,"Intermediate","Medium",50,25,39.86,79.4611895442551,45.41,"P3 - Medium","PASS",538,3629.44,3633.45,1635.87,1639.88,100,789,"Completed"
790,"PL-0223","IaC","High",5,1996.22,2.6,87.86,"Junior","Small",75,31.25,87.86,79.5668152069067,69.92,"P2 - High","WAIT / PRIORITIZE",160,3633.45,3636.05,1637.23,1639.83,100,790,"Completed"
791,"PL-0014","Container","Medium",5,1999.39,5.26,60.67,"Junior","Small",50,31.25,60.67,79.6931674146824,51.89,"P3 - Medium","PASS WITH MONITORING",385,3636.05,3641.31,1636.66,1641.92,100,791,"Completed"
792,"PL-0098","SAST","Medium",4,2002.87,4.73,40,"Junior","Small",50,25,40,79.8318758320512,45.48,"P3 - Medium","PASS WITH MONITORING",537,3641.31,3646.04,1638.44,1643.17,100,792,"Completed"
793,"PL-0263","SCA","Critical",11,2004.49,4.58,100,"Intermediate","Medium",100,68.75,100,79.8964469918608,91.74,"P1 - Critical","BLOCK",11,3646.04,3650.62,1641.55,1646.13,100,793,"Completed"
794,"PL-0175","Container","Medium",1,2004.81,4.69,59.69,"Junior","Small",50,6.25,59.69,79.9092017888603,46.66,"P3 - Medium","PASS WITH MONITORING",494,3650.62,3655.31,1645.81,1650.5,100,794,"Completed"
795,"PL-0038","IaC","Low",4,2006.96,3.95,23.4,"Intermediate","Small",25,25,23.4,79.9948980812002,30.1,"P4 - Low","PASS",765,3655.31,3659.26,1648.35,1652.3,100,795,"Completed"
796,"PL-0108","Container","High",5,2007.09,4.79,75.91,"Junior","Small",75,31.25,75.91,80.0000797174812,66.98,"P2 - High","WAIT / PRIORITIZE",212,3659.26,3664.05,1652.17,1656.96,100,796,"Completed"
797,"PL-0244","Container","Medium",4,2009.71,5.28,44.26,"Senior","Medium",50,25,44.26,80.1045096179141,46.58,"P3 - Medium","PASS WITH MONITORING",496,3664.05,3669.33,1654.34,1659.62,100,797,"Completed"
798,"PL-0171","Container","Medium",8,2011.21,4.99,54.98,"Intermediate","Large",50,50,54.98,80.164297728849,54.26,"P3 - Medium","PASS WITH MONITORING",359,3669.33,3674.32,1658.12,1663.11,100,798,"Completed"
799,"PL-0049","IaC","High",5,2014.87,5.16,72.96,"Intermediate","Large",75,31.25,72.96,80.31018071953,66.27,"P2 - High","WAIT / PRIORITIZE",227,3674.32,3679.48,1659.45,1664.61,100,799,"Completed"
800,"PL-0281","DAST","Low",1,2015.13,5.91,14.24,"Intermediate","Small",25,6.25,14.24,80.320543992092,24.09,"P4 - Low","PASS",877,3679.48,3685.39,1664.35,1670.26,100,800,"Completed"
801,"PL-0074","SCA","Critical",9,2016.35,4.31,100,"Intermediate","Large",100,56.25,100,80.3691716556524,89.29,"P1 - Critical","BLOCK",23,3685.39,3689.7,1669.04,1673.35,100,801,"Completed"
802,"PL-0147","SCA","Low",5,2017.74,1.92,33.66,"Junior","Small",25,31.25,33.66,80.4245753051187,33.96,"P4 - Low","PASS",749,3689.7,3691.62,1671.96,1673.88,100,802,"Completed"
803,"PL-0170","SCA","Low",2,2020.6,2.13,16.18,"Intermediate","Medium",25,12.5,16.18,80.5385713033011,25.85,"P4 - Low","PASS",834,3691.62,3693.75,1671.02,1673.15,100,803,"Completed"
804,"PL-0201","DAST","High",7,2025.15,6.58,81.65,"Senior","Small",75,43.75,81.65,80.7199285731368,70.98,"P2 - High","WAIT / PRIORITIZE",142,3693.75,3700.33,1668.6,1675.18,100,804,"Completed"
805,"PL-0091","SCA","Medium",4,2025.73,3.05,58.82,"Junior","Large",50,25,58.82,80.7430466426983,50.28,"P3 - Medium","PASS WITH MONITORING",408,3700.33,3703.38,1674.6,1677.65,100,805,"Completed"
806,"PL-0072","SAST","Medium",3,2026.2,4.56,58.99,"Intermediate","Large",50,18.75,58.99,80.7617802507912,49.07,"P3 - Medium","PASS WITH MONITORING",434,3703.38,3707.94,1677.18,1681.74,100,806,"Completed"
807,"PL-0016","SAST","High",7,2029.16,5.38,74.78,"Intermediate","Small",75,43.75,74.78,80.879762123036,69.28,"P2 - High","WAIT / PRIORITIZE",171,3707.94,3713.32,1678.78,1684.16,100,807,"Completed"
808,"PL-0072","SAST","Medium",9,2031.12,3.96,64.83,"Intermediate","Medium",50,56.25,64.83,80.9578852546575,58.05,"P3 - Medium","PASS WITH MONITORING",336,3713.32,3717.28,1682.2,1686.16,100,808,"Completed"
809,"PL-0151","Container","Low",1,2032.19,4.79,18.55,"Intermediate","Small",25,6.25,18.55,81.0005341071243,25.24,"P4 - Low","PASS",847,3717.28,3722.07,1685.09,1689.88,100,809,"Completed"
810,"PL-0213","SCA","Medium",4,2033.27,4.87,62.82,"Junior","Small",50,25,62.82,81.0435815469974,51.31,"P3 - Medium","PASS WITH MONITORING",391,3722.07,3726.94,1688.8,1693.67,100,810,"Completed"
811,"PL-0060","SCA","Low",8,2040.06,4.55,25.07,"Senior","Small",25,50,25.07,81.3142223958292,35.65,"P4 - Low","PASS",744,3726.94,3731.49,1686.88,1691.43,100,811,"Completed"
812,"PL-0208","Container","High",11,2051.37,7.24,95.74,"Junior","Small",75,68.75,95.74,81.7650247522779,79.61,"P2 - High","WAIT / PRIORITIZE",100,3731.49,3738.73,1680.12,1687.36,100,812,"Completed"
813,"PL-0095","SAST","Low",1,2056.97,3,13.82,"Senior","Medium",25,6.25,13.82,81.988233699768,24.15,"P4 - Low","PASS",875,3738.73,3741.73,1681.76,1684.76,100,813,"Completed"
814,"PL-0171","Container","Critical",8,2057.55,6.8,96.23,"Senior","Medium",100,50,96.23,82.0113517693295,87.26,"P1 - Critical","BLOCK",43,3741.73,3748.53,1684.18,1690.98,100,814,"Completed"
815,"PL-0185","DAST","Medium",7,2061.59,5.21,54.61,"Senior","Small",50,43.75,54.61,82.1723810814474,53.12,"P3 - Medium","PASS WITH MONITORING",366,3748.53,3753.74,1686.94,1692.15,100,815,"Completed"
816,"PL-0155","DAST","Medium",5,2063.42,6.01,54.21,"Senior","Small",50,31.25,54.21,82.2453225767879,50.53,"P3 - Medium","PASS WITH MONITORING",400,3753.74,3759.75,1690.32,1696.33,100,816,"Completed"
817,"PL-0074","Container","Low",6,2069.23,5.22,40.19,"Intermediate","Medium",25,37.5,40.19,82.4769018598088,37.05,"P4 - Low","PASS WITH MONITORING",733,3759.75,3764.97,1690.52,1695.74,100,817,"Completed"
818,"PL-0146","SAST","Medium",3,2072.68,5.1,41.45,"Junior","Medium",50,18.75,41.45,82.614414514959,44.87,"P3 - Medium","PASS WITH MONITORING",548,3764.97,3770.07,1692.29,1697.39,100,818,"Completed"
819,"PL-0016","Container","Critical",8,2075.7,5.72,86.24,"Senior","Small",100,50,86.24,82.7347879116411,84.83,"P1 - Critical","BLOCK",60,3770.07,3775.79,1694.37,1700.09,100,819,"Completed"
820,"PL-0200","Container","High",4,2076.15,5.09,66.3,"Intermediate","Small",75,25,66.3,82.7527243449216,63.6,"P2 - High","PASS WITH MONITORING",276,3775.79,3780.88,1699.64,1704.73,100,820,"Completed"
821,"PL-0085","SCA","Medium",6,2076.87,3.12,54.54,"Intermediate","Medium",50,37.5,54.54,82.7814226381703,51.91,"P3 - Medium","PASS WITH MONITORING",384,3780.88,3784,1704.01,1707.13,100,821,"Completed"
822,"PL-0101","Container","Medium",1,2081.84,5.03,49.67,"Intermediate","Small",50,6.25,49.67,82.9795205790678,44.47,"P3 - Medium","PASS WITH MONITORING",562,3784,3789.03,1702.16,1707.19,100,822,"Completed"
823,"PL-0151","SCA","Medium",3,2084.75,3.66,40.07,"Intermediate","Small",50,18.75,40.07,83.0955095142814,44.58,"P3 - Medium","PASS WITH MONITORING",557,3789.03,3792.69,1704.28,1707.94,100,823,"Completed"
824,"PL-0250","IaC","Medium",3,2086.82,2.4,53.88,"Intermediate","Medium",50,18.75,53.88,83.1780171073715,48.04,"P3 - Medium","PASS WITH MONITORING",469,3792.69,3795.09,1705.87,1708.27,100,824,"Completed"
825,"PL-0002","SAST","Critical",11,2090.36,5.05,100,"Junior","Large",100,68.75,100,83.3191170491777,92.08,"P1 - Critical","BLOCK",10,3795.09,3800.14,1704.73,1709.78,100,825,"Completed"
826,"PL-0128","SCA","Medium",5,2091.8,4.77,55.15,"Junior","Medium",50,31.25,55.15,83.3765136356752,50.88,"P3 - Medium","PASS WITH MONITORING",396,3800.14,3804.91,1708.34,1713.11,100,826,"Completed"
827,"PL-0247","DAST","Critical",11,2093.89,6.79,100,"Intermediate","Medium",100,68.75,100,83.4598184035777,92.1,"P1 - Critical","BLOCK",9,3804.91,3811.7,1711.02,1717.81,100,827,"Completed"
828,"PL-0234","IaC","Medium",2,2097.56,2.8,45.22,"Junior","Medium",50,12.5,45.22,83.606099981665,44.67,"P3 - Medium","PASS WITH MONITORING",553,3811.7,3814.5,1714.14,1716.94,100,828,"Completed"
829,"PL-0182","DAST","Critical",5,2100.24,6.73,100,"Junior","Medium",100,31.25,100,83.7129214065352,84.62,"P1 - Critical","BLOCK",61,3814.5,3821.23,1714.26,1720.99,100,829,"Completed"
830,"PL-0125","SCA","Medium",2,2100.73,3.58,52.51,"Intermediate","Large",50,12.5,52.51,83.7324521894406,46.5,"P3 - Medium","PASS WITH MONITORING",497,3821.23,3824.81,1720.5,1724.08,100,830,"Completed"
831,"PL-0073","DAST","Low",1,2102.85,4.51,9.35,"Intermediate","Small",25,6.25,9.35,83.8169527195619,23.22,"P4 - Low","PASS",892,3824.81,3829.32,1721.96,1726.47,100,831,"Completed"
832,"PL-0289","SCA","Low",1,2105.46,4.33,29.15,"Senior","Small",25,6.25,29.15,83.9209840325885,28.18,"P4 - Low","PASS",793,3829.32,3833.65,1723.86,1728.19,100,832,"Completed"
833,"PL-0109","SAST","High",7,2106.66,4.7,73.73,"Intermediate","Large",75,43.75,73.73,83.9688145213364,69.33,"P2 - High","WAIT / PRIORITIZE",168,3833.65,3838.35,1726.99,1731.69,100,833,"Completed"
834,"PL-0211","Container","Low",2,2111.27,6.47,29.21,"Junior","Medium",25,12.5,29.21,84.1525633156095,29.47,"P4 - Low","PASS",775,3838.35,3844.82,1727.08,1733.55,100,834,"Completed"
835,"PL-0161","SAST","High",3,2111.6,3.1,70.12,"Senior","Small",75,18.75,70.12,84.1657167000151,63.45,"P2 - High","WAIT / PRIORITIZE",277,3844.82,3847.92,1733.22,1736.32,100,835,"Completed"
836,"PL-0139","SCA","Medium",3,2111.98,3.34,42.94,"Intermediate","Medium",50,18.75,42.94,84.180863021452,45.4,"P3 - Medium","PASS WITH MONITORING",539,3847.92,3851.26,1735.94,1739.28,100,836,"Completed"
837,"PL-0061","DAST","Low",4,2113.4,5.92,38.15,"Junior","Medium",25,25,38.15,84.237462433137,34.21,"P4 - Low","PASS",748,3851.26,3857.18,1737.86,1743.78,100,837,"Completed"
838,"PL-0091","DAST","Medium",6,2118,7.95,58.41,"Junior","Small",50,37.5,58.41,84.4208126400038,53.04,"P3 - Medium","PASS WITH MONITORING",367,3857.18,3865.13,1739.18,1747.13,100,838,"Completed"
839,"PL-0188","DAST","Medium",5,2118.34,5.63,61.53,"Intermediate","Medium",50,31.25,61.53,84.4343646118157,52.58,"P3 - Medium","PASS WITH MONITORING",375,3865.13,3870.76,1746.79,1752.42,100,839,"Completed"
840,"PL-0208","SAST","Low",2,2121.53,4.43,21.14,"Junior","Small",25,12.5,21.14,84.5615139944038,27.49,"P4 - Low","PASS",806,3870.76,3875.19,1749.23,1753.66,100,840,"Completed"
841,"PL-0051","SCA","Critical",10,2121.84,3.42,98.58,"Junior","Small",100,62.5,98.58,84.573870203997,90.6,"P1 - Critical","BLOCK",15,3875.19,3878.61,1753.35,1756.77,100,841,"Completed"
842,"PL-0087","SCA","Medium",4,2122.05,3.65,43.89,"Intermediate","Medium",50,25,43.89,84.5822405395279,46.93,"P3 - Medium","PASS WITH MONITORING",487,3878.61,3882.26,1756.56,1760.21,100,842,"Completed"
843,"PL-0168","SAST","High",7,2123.3,5.5,84.86,"Junior","Medium",75,43.75,84.86,84.632063965307,72.18,"P2 - High","WAIT / PRIORITIZE",131,3882.26,3887.76,1758.96,1764.46,100,843,"Completed"
844,"PL-0211","SCA","Medium",2,2125.61,4.8,50.69,"Junior","Medium",50,12.5,50.69,84.7241376561466,46.14,"P3 - Medium","PASS WITH MONITORING",514,3887.76,3892.56,1762.15,1766.95,100,844,"Completed"
845,"PL-0236","Container","Critical",9,2126.45,5.54,100,"Intermediate","Large",100,56.25,100,84.7576189982701,89.73,"P1 - Critical","BLOCK",21,3892.56,3898.1,1766.11,1771.65,100,845,"Completed"
846,"PL-0289","SCA","High",4,2129.38,3.19,80.28,"Senior","Medium",75,25,80.28,84.8744051082962,67.31,"P2 - High","WAIT / PRIORITIZE",202,3898.1,3901.29,1768.72,1771.91,100,846,"Completed"
847,"PL-0207","SAST","Medium",7,2130.79,5.13,51.35,"Junior","Medium",50,43.75,51.35,84.9306059325749,52.58,"P3 - Medium","PASS WITH MONITORING",376,3901.29,3906.42,1770.5,1775.63,100,847,"Completed"
848,"PL-0072","DAST","Medium",5,2132.08,4.54,46.73,"Junior","Medium",50,31.25,46.73,84.9820237079789,48.93,"P3 - Medium","PASS WITH MONITORING",442,3906.42,3910.96,1774.34,1778.88,100,848,"Completed"
849,"PL-0006","Container","Critical",8,2134.6,4.83,100,"Senior","Large",100,50,100,85.0824677343494,88.51,"P1 - Critical","BLOCK",26,3910.96,3915.79,1776.36,1781.19,100,849,"Completed"
850,"PL-0043","DAST","Medium",3,2135.95,6.04,55.95,"Junior","Medium",50,18.75,55.95,85.1362770341908,48.75,"P3 - Medium","PASS WITH MONITORING",446,3915.79,3921.83,1779.84,1785.88,100,850,"Completed"
851,"PL-0222","IaC","High",7,2136.07,3.69,69.49,"Junior","Small",75,43.75,69.49,85.1410600830656,68.39,"P2 - High","PASS WITH MONITORING",188,3921.83,3925.52,1785.76,1789.45,100,851,"Completed"
852,"PL-0180","IaC","Medium",6,2136.75,4.71,47.39,"Intermediate","Medium",50,37.5,47.39,85.1681640266894,50.36,"P3 - Medium","PASS WITH MONITORING",405,3925.52,3930.23,1788.77,1793.48,100,852,"Completed"
853,"PL-0101","SAST","Medium",4,2137.56,4.78,56.37,"Junior","Small",50,25,56.37,85.2004496065942,50.11,"P3 - Medium","PASS WITH MONITORING",414,3930.23,3935.01,1792.67,1797.45,100,853,"Completed"
854,"PL-0255","SCA","Low",1,2138.71,5.59,27.05,"Junior","Small",25,6.25,27.05,85.2462871583109,27.79,"P4 - Low","PASS",799,3935.01,3940.6,1796.3,1801.89,100,854,"Completed"
855,"PL-0165","SAST","Low",3,2139.12,3.19,37.35,"Senior","Small",25,18.75,37.35,85.2626292419665,32.86,"P4 - Low","PASS",750,3940.6,3943.79,1801.48,1804.67,100,855,"Completed"
856,"PL-0219","Container","Medium",5,2142.23,4.77,50.37,"Intermediate","Medium",50,31.25,50.37,85.3865899253047,49.88,"P3 - Medium","PASS WITH MONITORING",419,3943.79,3948.56,1801.56,1806.33,100,856,"Completed"
857,"PL-0283","DAST","Medium",3,2144.3,5.59,57.81,"Junior","Medium",50,18.75,57.81,85.4690975183948,49.25,"P3 - Medium","PASS WITH MONITORING",430,3948.56,3954.15,1804.26,1809.85,100,857,"Completed"
858,"PL-0177","SAST","Medium",3,2147.05,3.61,56.62,"Junior","Medium",50,18.75,56.62,85.5787090551087,48.96,"P3 - Medium","PASS WITH MONITORING",439,3954.15,3957.76,1807.1,1810.71,100,858,"Completed"
859,"PL-0145","IaC","High",3,2149.48,4.43,77.34,"Junior","Medium",75,18.75,77.34,85.6755657948231,65.4,"P2 - High","WAIT / PRIORITIZE",243,3957.76,3962.19,1808.28,1812.71,100,859,"Completed"
860,"PL-0062","SCA","Medium",7,2150.04,2.91,49.84,"Intermediate","Large",50,43.75,49.84,85.6978866895722,52.28,"P3 - Medium","PASS WITH MONITORING",379,3962.19,3965.1,1812.15,1815.06,100,860,"Completed"
861,"PL-0119","SCA","Critical",7,2150.81,3.67,100,"Intermediate","Small",100,43.75,100,85.728577919852,87.32,"P1 - Critical","BLOCK",42,3965.1,3968.77,1814.29,1817.96,100,861,"Completed"
862,"PL-0026","IaC","High",7,2156.97,4.63,83.23,"Intermediate","Small",75,43.75,83.23,85.9741077620911,71.9,"P2 - High","WAIT / PRIORITIZE",132,3968.77,3973.4,1811.8,1816.43,100,862,"Completed"
863,"PL-0249","Container","Medium",1,2160.84,5.84,47.17,"Junior","Medium",50,6.25,47.17,86.1283610883031,44.16,"P3 - Medium","PASS WITH MONITORING",577,3973.4,3979.24,1812.56,1818.4,100,863,"Completed"
864,"PL-0283","SCA","Low",1,2161.45,2.53,21.47,"Intermediate","Small",25,6.25,21.47,86.1526749200832,26.48,"P4 - Low","PASS",821,3979.24,3981.77,1817.79,1820.32,100,864,"Completed"
865,"PL-0082","Container","Medium",2,2162.14,4.78,47.71,"Junior","Small",50,12.5,47.71,86.1801774511133,45.55,"P3 - Medium","PASS WITH MONITORING",534,3981.77,3986.55,1819.63,1824.41,100,865,"Completed"
866,"PL-0131","SAST","Medium",2,2169.59,4.77,53.1,"Junior","Small",50,12.5,53.1,86.4771250687563,46.92,"P3 - Medium","PASS WITH MONITORING",488,3986.55,3991.32,1816.96,1821.73,100,866,"Completed"
867,"PL-0213","IaC","High",6,2169.77,3.22,66,"Senior","Medium",75,37.5,66,86.4842996420685,66.4,"P2 - High","PASS WITH MONITORING",223,3991.32,3994.54,1821.55,1824.77,100,867,"Completed"
868,"PL-0161","Container","High",6,2170.71,4.16,73.41,"Intermediate","Medium",75,37.5,73.41,86.5217668582544,68.25,"P2 - High","WAIT / PRIORITIZE",190,3994.54,3998.7,1823.83,1827.99,100,868,"Completed"
869,"PL-0011","DAST","Critical",5,2171.39,6.52,100,"Intermediate","Medium",100,31.25,100,86.5488708018781,84.9,"P1 - Critical","BLOCK",59,3998.7,4005.22,1827.31,1833.83,100,869,"Completed"
870,"PL-0013","IaC","Medium",3,2171.97,2.61,46.08,"Intermediate","Medium",50,18.75,46.08,86.5719888714396,46.43,"P3 - Medium","PASS WITH MONITORING",500,4005.22,4007.83,1833.25,1835.86,100,870,"Completed"
871,"PL-0109","SCA","Low",3,2174.22,3.02,18.81,"Junior","Small",25,18.75,18.81,86.6616710378419,28.37,"P4 - Low","PASS",787,4007.83,4010.85,1833.61,1836.63,100,871,"Completed"
872,"PL-0232","SAST","Medium",4,2177.69,3.29,56.37,"Junior","Medium",50,25,56.37,86.7999808678045,50.27,"P3 - Medium","PASS WITH MONITORING",410,4010.85,4014.14,1833.16,1836.45,100,872,"Completed"
873,"PL-0036","SCA","Medium",4,2178.25,3.2,53.16,"Intermediate","Large",50,25,53.16,86.8223017625535,49.47,"P3 - Medium","PASS WITH MONITORING",425,4014.14,4017.34,1835.89,1839.09,100,873,"Completed"
874,"PL-0014","SCA","Low",2,2181.96,2.47,11.78,"Senior","Medium",25,12.5,11.78,86.9701776902657,25.39,"P4 - Low","PASS",846,4017.34,4019.81,1835.38,1837.85,100,874,"Completed"
875,"PL-0069","Container","High",4,2182,6.33,78.86,"Intermediate","Large",75,25,78.86,86.9717720398906,67.16,"P2 - High","WAIT / PRIORITIZE",206,4019.81,4026.14,1837.81,1844.14,100,875,"Completed"
876,"PL-0185","Container","Medium",5,2184.69,5.11,49.74,"Senior","Medium",50,31.25,49.74,87.0789920521671,49.89,"P3 - Medium","PASS WITH MONITORING",418,4026.14,4031.25,1841.45,1846.56,100,876,"Completed"
877,"PL-0084","SAST","Low",3,2185.76,5.47,19.17,"Junior","Large",25,18.75,19.17,87.121640904634,28.5,"P4 - Low","PASS",785,4031.25,4036.72,1845.49,1850.96,100,877,"Completed"
878,"PL-0243","IaC","Critical",5,2186.48,5,100,"Intermediate","Medium",100,31.25,100,87.1503391978827,84.97,"P1 - Critical","BLOCK",58,4036.72,4041.72,1850.24,1855.24,100,878,"Completed"
879,"PL-0215","SAST","High",5,2187.4,3.58,90.09,"Intermediate","Medium",75,31.25,90.09,87.1870092392561,71.24,"P2 - High","WAIT / PRIORITIZE",140,4041.72,4045.3,1854.32,1857.9,100,879,"Completed"
